0	1441
0	616
0	1257
0	1356
0	1777
0	1309
1	1665
1	2307
1	1540
1	2309
1	390
1	2695
1	140
1	2829
1	655
1	144
1	2321
1	147
1	1300
1	1942
1	1945
1	1049
1	1761
1	2588
1	413
1	928
1	2512
1	1901
1	38
1	2599
1	2600
1	425
1	2091
1	44
1	1266
1	690
1	1391
1	820
1	2357
1	2870
1	1076
1	1338
1	315
1	572
1	1982
1	1472
1	1988
1	1863
1	968
1	1868
1	1228
1	1101
1	1230
1	1851
1	976
1	1363
1	2645
1	2006
1	1495
1	88
1	603
1	349
1	2270
1	1616
1	739
1	2533
1	2449
1	2859
1	618
1	1388
1	877
1	2158
1	111
1	1010
1	1779
1	884
1	2302
1	2601
1	2808
1	890
1	1517
1	882
1	1278
2	1666
2	2435
2	516
2	1814
2	657
2	2813
2	1043
2	2670
2	662
2	1690
2	2415
2	926
2	2079
2	1824
2	2034
2	2850
2	38
2	938
2	2091
2	300
2	2162
2	2090
2	2691
2	186
2	187
2	1468
2	1988
2	1221
2	966
2	1357
2	335
2	2854
2	2519
2	2010
2	698
2	94
2	2021
2	618
2	1003
2	2414
2	367
2	1266
2	1524
2	757
2	760
2	1145
2	2815
2	1962
2	2303
3	1904
3	1765
3	2374
3	392
3	16
3	1488
3	2341
3	1727
4	2816
4	2571
4	2061
4	1039
4	1043
4	1564
4	2077
4	2079
4	1057
4	2595
4	40
4	554
4	2107
4	2110
4	2625
4	1613
4	2139
4	1120
4	2151
4	1128
4	1649
4	787
4	1140
4	128
4	1666
4	1155
4	647
4	146
4	2198
4	2712
4	2201
4	671
4	161
4	2723
4	164
4	1703
4	2588
4	1712
4	182
4	2232
4	1723
4	720
4	722
4	211
4	1236
4	2775
4	1757
4	1759
4	1251
4	741
4	745
4	1259
4	757
4	246
4	247
4	250
4	2835
4	1791
4	768
4	2822
4	275
4	1814
4	2843
4	284
4	1310
4	292
4	1318
4	1319
4	1833
4	2350
4	1846
4	319
4	1344
4	1347
4	2372
4	2885
4	839
4	1867
4	1361
4	2902
4	354
4	2404
4	1386
4	2706
4	2415
4	888
4	2879
4	380
4	1405
4	1409
4	747
4	2371
4	1440
4	2482
4	2691
4	2500
4	966
4	2556
4	2527
4	2044
4	1523
4	2591
4	767
4	1532
4	2557
4	2559
5	2048
5	1026
5	519
5	14
5	2576
5	1050
5	2587
5	1053
5	2084
5	551
5	1581
5	2098
5	565
5	58
5	64
5	1612
5	139
5	2140
5	94
5	2492
5	871
5	2161
5	128
5	130
5	2182
5	1159
5	651
5	657
5	2200
5	1179
5	675
5	1702
5	167
5	199
5	687
5	712
5	190
5	2247
5	1224
5	1745
5	1751
5	732
5	1257
5	1770
5	1265
5	776
5	1315
5	1829
5	2862
5	307
5	821
5	2871
5	1336
5	1845
5	1856
5	1345
5	1346
5	2699
5	311
5	1359
5	852
5	1879
5	347
5	1372
5	1169
5	1897
5	1908
5	1924
5	905
5	402
5	1941
5	1943
5	1947
5	1439
5	1452
5	1974
5	1463
5	444
5	2499
5	2507
5	1492
5	2532
5	2024
5	504
5	2042
5	1533
6	1793
6	770
6	2051
6	388
6	1285
6	2696
6	1196
6	1559
6	524
6	2830
6	1005
6	2706
6	275
6	1175
6	1304
6	516
6	27
6	1310
6	2591
6	803
6	676
6	1189
6	934
6	2728
6	2780
6	2730
6	428
6	685
6	946
6	1588
6	181
6	1590
6	2761
6	2232
6	2100
6	1728
6	109
6	1086
6	2869
6	1472
6	1730
6	835
6	2885
6	710
6	1735
6	1292
6	2807
6	2841
6	2894
6	1359
6	1360
6	2872
6	1622
6	727
6	728
6	2468
6	2752
6	2426
6	2398
6	1376
6	2649
6	482
6	1350
6	2918
6	2151
6	2792
6	2793
6	2157
6	2685
6	240
6	2033
6	1394
6	1779
6	1726
6	745
6	506
6	2173
6	126
6	2559
7	2688
7	1334
7	1925
7	1159
7	2056
7	1299
7	651
7	2060
7	829
7	275
7	276
7	1941
7	2393
7	2751
7	795
7	924
7	2084
7	1905
7	44
7	301
7	1966
7	495
7	1332
7	53
7	2870
7	1719
7	696
7	825
7	351
7	189
7	2613
7	1089
7	2883
7	837
7	441
7	1480
7	457
7	464
7	855
7	821
7	1750
7	215
7	787
7	2137
7	1242
7	1374
7	2911
7	1519
7	2000
7	2403
7	232
7	106
7	1390
7	1647
7	2774
7	1521
7	2419
7	2164
7	2422
7	1784
7	1786
7	1659
7	2881
8	1539
8	2057
8	13
8	15
8	2072
8	2085
8	2089
8	1585
8	2617
8	1084
8	2316
8	1549
8	594
8	1621
8	90
8	1629
8	106
8	2156
8	2162
8	633
8	1658
8	128
8	1665
8	2182
8	2696
8	2697
8	1168
8	1689
8	2721
8	1734
8	712
8	692
8	2229
8	1726
8	2751
8	198
8	1224
8	209
8	2260
8	2774
8	1242
8	1248
8	229
8	232
8	241
8	2601
8	1274
8	1664
8	2315
8	780
8	1922
8	275
8	2845
8	2853
8	1832
8	307
8	1340
8	2369
8	322
8	836
8	1869
8	2393
8	1899
8	1907
8	886
8	385
8	898
8	2881
8	1416
8	1930
8	2458
8	413
8	414
8	940
8	1453
8	1966
8	441
8	1978
8	1980
8	1989
8	1486
8	2266
8	1501
8	994
8	996
8	2536
8	1008
8	2545
8	500
8	501
9	1280
9	516
9	1029
9	650
9	2571
9	2191
9	528
9	2451
9	1428
9	1910
9	2038
9	1184
9	2851
9	1573
9	422
9	2599
9	1628
9	2091
9	44
9	2607
9	435
9	2101
9	696
9	187
9	444
9	829
9	2240
9	325
9	841
9	2122
9	2679
9	76
9	1614
9	335
9	1360
9	1464
9	979
9	2135
9	219
9	2396
9	94
9	2085
9	732
9	1745
9	1896
9	2279
9	1008
9	2419
9	1398
9	2551
9	2783
9	127
10	1664
10	897
10	259
10	1814
10	1414
10	1918
10	779
10	2575
10	2576
10	1170
10	659
10	1558
10	1175
10	537
10	27
10	2077
10	2454
10	160
10	2085
10	2353
10	1064
10	170
10	433
10	1971
10	564
10	2251
10	695
10	1211
10	1856
10	2114
10	2059
10	2500
